1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1993:Q4,31199935,11141192,8716305,8011257,705048,85114,37695,2302078,20058743,15757,671975,2231713,430286,1754859,690850,52126,606038,405846,271867,145798,126069,0,3060941,1099943,77398,484371,6475892,3195168,288574,4414772,92952,4210337,2999178,886169,28329,197580,99081,95215,16268,26785163,993000,ND,ND,ND,4959167,4853047,106120,530789,5082375,527.0206023666466,5012079,62.56295310461267
1994:Q1,31414826,11260133,8809970,8093143,716827,86054,38072,2326037,20154693,15716,648731,2232675,443819,1860308,729782,108433,596875,425219,275409,151342,124067,0,2924347,1073303,78544,490401,6558224,3261447,291768,4447496,93617,4241158,3029469,883876,30025,198905,98883,96321,16400,26967330,1008750,ND,ND,ND,5062525,4955383,107142,537858,5134268,525.2419653582256,5063674,62.56745753781936
1994:Q2,31702737,11411370,8926375,8197566,728809,86834,38613,2359548,20291367,16847,638845,2200127,437726,1944614,757252,130266,607281,449815,272577,150643,121934,0,2865981,1061616,79688,496976,6658386,3323933,294052,4533341,94724,4324657,3074622,918580,32040,200730,98685,97427,16533,27169396,1024500,ND,ND,ND,5139254,5031812,107442,544329,5214910,520.994536215688,5122944,62.49347940596025
1994:Q3,32176293,11555221,9032041,8294099,737942,87310,39371,2396499,20621072,17357,628692,2217720,447532,1977076,784766,147328,584469,460514,271868,152093,119775,0,2916632,1100712,80834,514310,6785910,3364085,298343,4622878,95193,4412486,3121049,959953,32497,200499,98488,98534,16665,27553415,1040250,ND,ND,ND,5235860,5127701,108159,554135,5282991,521.5495300266948,5173050,62.37024178274216
1994:Q4,32528186,11667543,9115502,8366364,749138,87566,40312,2424163,20860643,18847,643709,2203410,468051,2107123,845958,183543,576847,500775,270722,153480,117242,0,2966823,1019327,81980,519806,6840261,3419069,301515,4743693,96138,4531119,3165940,1021168,34748,210974,98289,99639,16797,27784493,1056000,ND,ND,ND,5345804,5236658,109146,565159,5383972,516.0593903550106,5200424,62.15871410806414
1995:Q1,33135072,11769931,9179583,8424938,754645,88129,41520,2460699,21365141,20324,623771,2249580,488421,2081111,853709,156353,553169,517880,275208,160022,115186,0,3183952,1058545,82957,532123,6997471,3463600,308078,4774615,96515,4558956,3191926,1024546,36102,208132,98250,102167,16977,28360458,1114000,ND,ND,ND,5435994,5325923,110071,572140,5456604,519.7455722759998,5233012,62.11336142770427
1995:Q2,33811809,11887640,9272337,8514012,758325,89139,41845,2484319,21924169,22461,628444,2286024,517225,2053451,853381,162950,524787,512333,276714,163620,113094,0,3395741,1126823,83934,547402,7172590,3498791,314568,4867511,97003,4648657,3238302,1063126,38755,210263,98211,104695,17156,28944298,1172000,ND,ND,ND,5488149,5377909,110240,576234,5503922,525.8849566501102,5275710,61.96502659380796
1995:Q3,34375438,11818499,9181268,8413137,768131,89696,42546,2504989,22556939,22103,594783,2318196,530516,2091193,843706,183969,519744,543774,278238,167235,111003,0,3661166,1200705,84913,556073,7355913,3549440,313701,4981921,96364,4760998,3289771,1109599,41330,222126,98172,107223,17336,29393518,1230000,ND,ND,ND,5537152,5426848,110304,582926,5577048,527.0443722449011,5123366,60.89721622267652
1995:Q4,35199621,11933669,9271872,8493178,778694,90118,42425,2529254,23265952,23356,597447,2334521,556982,2146155,835244,211757,493892,605262,297775,188574,109201,0,3985134,1239948,85890,565522,7513624,3602610,316987,5077496,96359,4853872,3319925,1168160,48120,219534,98133,109750,17515,30122125,1288000,ND,ND,ND,5595474,5484922,110552,588166,5634300,534.6205354873917,5173253,60.91068973239463
1996:Q1,35878995,12079108,9383340,8597108,786232,90216,43129,2562423,23799887,26021,583696,2405964,609954,2136658,828230,206350,485750,616328,307679,200404,107275,0,4136080,1317576,87635,570593,7662701,3637375,317955,5148970,97616,4921580,3378306,1162207,41156,240946,98966,112061,17713,30730025,1332750,ND,ND,ND,5662153,5551117,111036,591708,5719234,537.3101463132248,5218802,60.70415830532779
1996:Q2,36415270,12198916,9486239,8696577,789662,90250,43596,2578831,24216354,27693,565446,2421026,599424,2212552,822273,262744,483862,643673,304094,198846,105248,0,4256522,1407588,89380,579028,7785211,3649315,319076,5249926,99207,5018436,3431661,1196579,47708,242688,99800,114372,17911,31165345,1377500,ND,ND,ND,5736336,5624719,111617,597008,5810282,536.3826514257391,5264916,60.54009916775301
1996:Q3,36824856,12328790,9588659,8798873,789786,90889,44023,2605219,24496066,31693,548226,2456169,621546,2227800,843829,299344,461996,622631,302436,199260,103176,0,4251397,1458120,91125,593814,7918686,3672626,322427,5348914,100371,5113752,3488838,1229847,50336,244097,100634,116683,18108,31475942,1422250,ND,ND,ND,5842743,5729933,112810,607831,5882311,535.0948227172062,5310035,60.3490307224573
1996:Q4,37695382,12485357,9721573,8889713,831860,91444,44347,2627993,25210025,35469,537964,2471577,652572,2262842,867294,328149,448485,618915,341546,240436,101110,0,4473402,1489156,93226,609828,8141805,3775679,324960,5450328,102440,5210847,3538132,1273878,44805,252835,101198,118735,18306,32245054,1467000,2430,37,2393,5915880,5802519,113361,615515,5953959,541.5733297208367,5351581,60.19970745962214
1997:Q1,38066631,12657851,9863324,8972403,890921,92080,45346,2657101,25408780,34112,511189,2513146,693981,2142102,864975,307999,421673,547456,332135,233037,99098,0,4509182,1504645,95095,621756,8235356,3887769,328311,5492810,103523,5249783,3580473,1254175,53145,259915,102076,121114,18390,32573821,1532250,2639,78,2561,5985973,5871639,114334,624917,6037244,539.5478596999094,5391930,60.09460709689478
1997:Q2,39509073,12799252,9992897,9093559,899338,92858,46457,2667040,26709821,34459,506205,2539029,685712,2159312,821356,327698,439298,570960,349384,252120,97264,0,5185442,1688644,96964,639332,8562468,3931117,331753,5589696,106529,5341201,3631924,1278038,57168,271117,102954,123493,18473,33919377,1597500,2856,128,2728,6060400,5945029,115371,634016,6106041,555.5052331990918,5461635,60.06047775134027
1997:Q3,40659735,12971062,10139717,9206636,933081,93924,47361,2690060,27688673,36014,472566,2600604,714233,2188939,809943,338237,441735,599024,351813,256281,95532,0,5526853,1860047,98833,656347,8838969,4006193,337262,5711192,107244,5459519,3717007,1305805,43708,289167,103832,125872,18557,34948544,1662750,3080,194,2886,6155837,6039049,116788,644889,6194206,564.213458101494,5489629,59.62687609241855
1997:Q4,41399566,13203636,10343301,9335224,1008077,94611,47697,2718027,28195930,37179,501994,2616144,744849,2215904,784802,378257,464727,588118,368858,275426,93432,0,5666474,1880014,100702,664058,8907665,4154859,337229,5808104,109571,5551641,3754238,1344165,55874,292655,104710,128251,18641,35591461,1728000,3290,247,3043,6247659,6129543,118116,656471,6305190,564.478806914934,5580986,59.78416950680563
1998:Q1,43111718,13432904,10547990,9512199,1035791,96610,48168,2740136,29678814,36817,466943,2643038,806597,2218272,791717,340481,458811,627263,393096,301907,91189,0,6376921,2122187,103169,676162,9274601,4221471,339541,5865039,113584,5602678,3809490,1324043,59460,302468,107217,130170,18607,37246679,1833500,3452,322,3130,6320413,6201384,119029,670250,6438429,578.5056972963096,5702709,59.95152824283848
1998:Q2,43927610,13733039,10817331,9743065,1074266,98819,49134,2767755,30194571,37785,471922,2631727,821838,2332475,780755,377360,484045,690315,406438,317558,88880,0,6440320,2216264,105636,686806,9422029,4281664,339667,6005438,117536,5736921,3888138,1367744,57331,313984,109724,132089,18892,37922172,1939000,3592,376,3216,6423317,6302848,120469,682435,6538701,579.9649168630633,5854927,60.093279168311
1998:Q3,43393171,14005089,11057112,9969257,1087855,101159,50048,2796770,29388082,39500,461170,2641329,894009,2400669,800368,448605,478899,672797,444499,357796,86703,0,5718359,2019847,108103,688394,9301580,4327901,342721,6122270,118674,5851209,3964840,1400718,61210,312210,112231,134008,18379,37270901,2044500,3700,405,3295,6548097,6425823,122274,693023,6624940,562.5847291449461,6004417,60.22932892591695
1998:Q4,45621951,14312599,11323676,10212915,1110761,103614,51510,2833799,31309352,37725,520016,2693640,954349,2285982,752007,462144,465480,606351,440302,352011,88291,0,6765635,2277198,110570,716983,9790792,4373180,342980,6269583,121329,5995100,4057442,1441272,67444,314204,114738,135927,17227,39352368,2150000,3900,527,3373,6670661,6546662,123999,703652,6694895,587.7966458957188,6155473,60.27146294667095
1999:Q1,46019817,14533357,11513535,10424935,1088600,106422,52093,2861307,31486460,39368,508133,2688342,1012262,2265102,694372,452209,469587,648934,439661,349551,90110,0,6704071,2319259,111299,729587,9970504,4355538,343333,6358247,123350,6079004,4136676,1442398,65099,319274,115557,137370,18523,39661570,2275250,4347,648,3699,6802154,6676693,125461,715840,6781190,584.8762465950792,6288259,60.31940486919103
1999:Q2,47264943,14844501,11777442,10677653,1099789,108925,53264,2904870,32420442,40486,479854,2688072,991575,2196799,640963,473926,464167,617743,444231,352652,91579,0,7248567,2475463,112028,748612,10233818,4416628,344309,6514618,126171,6231030,4233199,1471581,67229,342645,116376,138813,18604,40750325,2400500,4818,794,4024,6946719,6819585,127134,727617,6827772,596.8319493543293,6444454,60.35459374827033
1999:Q3,47389633,15231271,12115066,10959840,1155226,111451,54021,2950733,32158362,41170,463972,2732601,1024374,2150993,612502,500601,433852,604038,466954,373594,93360,0,6923842,2359852,112757,751383,10213581,4566362,350521,6676360,128874,6388585,4351224,1511895,61639,346632,117195,140256,18645,40713273,2525750,5203,876,4327,7073987,6945496,128491,739783,6917711,588.5367693278463,6608616,60.29846795208689
1999:Q4,50177572,15564928,12403708,11223211,1180497,114288,55811,2991121,34612644,40659,498609,2781759,1120484,1992441,679488,495476,420539,396938,513143,418211,94932,0,8267880,2743340,113486,802712,10681406,4642464,414262,6849061,131742,6556185,4434475,1553622,60472,389602,118014,141699,19435,43328512,2651000,5750,1121,4629,7201103,7071300,129803,753280,7052915,614.3348073966964,6788736,60.48836148585283
2000:Q1,51371616,15978434,12756002,11614784,1141218,117664,56840,3047928,35393182,45150,462074,2861431,1186131,1867884,615184,480899,430565,341236,525263,430080,95183,0,8604021,2950341,116011,820796,10927434,4607081,419565,6956065,132517,6661615,4496731,1553765,62949,427344,120826,143231,18702,44415551,2645500,6785,1448,5337,7375729,7243567,132162,766932,7234567,613.9351661257245,7118053,61.28442061427918
2000:Q2,51456860,16538670,13254925,12039222,1215703,121091,57942,3104712,34918190,45841,425587,2903244,1158353,1841532,506972,509216,455420,369924,510546,415145,95401,0,8117406,2837640,118536,824415,10967400,4740732,426958,7102753,135917,6803177,4609105,1601771,60188,408475,123638,144763,18896,44354107,2640000,7710,1665,6045,7500695,7367079,133616,778993,7355862,602.9763304273686,7430117,61.71592317177971
2000:Q3,52333196,17059115,13727397,12432509,1294888,124508,59026,3148184,35274081,44509,387551,2948967,1207534,1819316,448889,533009,453322,384097,529239,433670,95569,0,8068613,2846359,121061,836446,11113294,4916313,434879,7288098,136330,6986723,4721811,1667073,54875,416514,126450,146295,18750,45045099,2634500,8611,2523,6088,7614290,7479424,134866,792660,7499226,600.6633028107198,7710698,62.02044977405606
2000:Q4,51984440,17563331,14174305,12848718,1325587,127343,59926,3201757,34421109,48271,396732,3031792,1295928,1960570,516922,539545,475606,428498,586356,490605,95751,0,7092934,2556769,123586,838831,11030931,5021791,436617,7426106,137501,7121218,4816784,1741267,60588,373317,129262,147827,19560,44558335,2629000,9290,3160,6130,7732127,7595948,136179,807954,7588700,587.1669026932617,8031934,62.51155951901194
2001:Q1,51912890,18336618,14898642,13569758,1328884,130714,60529,3246733,33576272,50790,420312,3194425,1429578,1900029,473355,413319,493107,520248,565316,468009,97307,0,6334715,2311039,123807,853230,10861690,5088919,442422,7480866,138656,7175911,4901360,1749724,49580,343436,131811,147576,18723,44432025,2626500,9754,3674,6080,7891393,7753229,138164,822124,7707323,576.4910155764337,8668398,63.8802696407703
2001:Q2,53344290,18750513,15276539,13933830,1342709,134230,60965,3278779,34593777,48459,397299,3255595,1426440,1831003,371280,413065,520049,526609,572264,473538,98726,0,6803844,2510647,124028,884115,11122594,5158413,459075,7683378,142324,7375268,5062201,1784249,43934,350524,134360,147325,18461,45660912,2624000,10750,4720,6030,8047122,7907031,140091,837429,7723577,591.1886679554909,8871629,63.66970890272093
2001:Q3,52543964,19176271,15666723,14303298,1363425,137172,61063,3311313,33367693,48388,395881,3317475,1492368,1918911,383680,463083,529427,542720,670654,570453,100201,0,5705990,2171629,124249,873233,10946202,5223074,479639,7937842,144462,7627042,5210501,1814351,51575,413706,136909,147074,19264,44606122,2621500,11636,4926,6710,8231502,8089044,142458,854007,7896059,564.9162655316151,9092797,63.57133159079815
2001:Q4,54228451,19538805,15972952,14655688,1317264,140200,61393,3364260,34689646,48676,475262,3322080,1567428,1851999,375523,407939,520005,548532,628399,526976,101423,0,6418704,2414122,124470,903747,11241123,5206462,487174,8067411,151328,7750143,5324935,1891827,38256,355667,139458,146823,19117,46161039,2619000,13578,11019,2559,8331888,8188531,143357,861331,7768077,594.2402381228175,9330753,63.66642511085116
2002:Q1,55056794,20002448,16397616,15036399,1361217,144247,62313,3398272,35054346,47771,414592,3484023,1536693,1810308,354685,388138,532755,534730,620561,517340,103221,0,6442864,2427989,125655,929528,11444040,5275841,494480,8202378,153440,7878323,5462408,1883516,36206,354312,141881,151179,19436,46854415,2597250,17863,15222,2641,8409850,8265860,143990,872639,7966355,588.1537439164362,9573991,63.6720974549824
2002:Q2,54598114,20403234,16749131,15385311,1363820,148224,62906,3442973,34194880,48219,407324,3498351,1485487,1926515,322590,375903,590209,637813,593842,489300,104542,0,5778406,2274808,126840,941762,11294187,5309546,509594,8392477,156625,8061011,5639129,1917644,25579,334355,144304,155535,19306,46205637,2575500,21789,18374,3415,8553504,8407780,145724,884839,8090329,571.121852441107,9746182,63.34731631359288
2002:Q3,53716730,20845561,17139893,15749271,1390622,151024,63876,3490768,32871169,49781,408868,3614647,1457111,1996919,322593,333738,630121,710467,595447,489081,106366,0,4680947,1964166,128025,943522,11123054,5386466,522216,8615716,158059,8277738,5833621,1951608,24324,321458,146727,159891,20028,45101014,2553750,22102,18616,3486,8685895,8538640,147255,895024,8144230,553.7787319730969,9915650,62.95941967726634
2002:Q4,54937029,21318574,17573298,16121398,1451900,154829,64242,3526205,33618455,49937,451266,3618421,1530305,2058416,273438,288915,646225,849838,589249,481109,108140,0,4982003,2055460,129210,948395,11382618,5278640,544535,8864162,163897,8516015,6031127,1997008,17774,320956,149150,164247,20003,46072867,2532000,26849,21950,4899,8927652,8777047,150605,907737,8234152,559.5338387353354,10090271,62.58930522030409
2003:Q1,55378718,21783157,18011299,16500695,1510604,157326,64939,3549593,33595561,51628,445388,3808516,1482264,1981633,363481,195275,631820,791057,602174,493024,109150,0,4635599,2044109,130312,964965,11470673,5421170,557130,9053855,167987,8698603,6205332,1989123,18834,334669,150645,165897,21368,46324863,2647250,27486,22204,5282,9204335,9050235,154100,923741,8292297,558.6493467749353,10295363,62.39351130361479
2003:Q2,57651209,22221099,18408216,16899318,1508898,160466,66323,3586094,35430110,54115,454972,3877354,1451615,1971121,354228,164219,684721,767953,700857,590086,110771,0,5466492,2363742,131414,996998,11874660,5518867,567903,9441852,171757,9080840,6463499,2021930,21817,421454,152140,167547,21708,48209357,2762500,35415,25759,9656,9306075,9151447,154628,929740,8404839,573.5904843697624,10435819,61.75290032414325
2003:Q3,58779883,22662834,18800911,17312303,1488608,163329,67723,3630871,36117049,51146,414001,3931914,1401333,1959050,358476,261638,661066,677870,685331,574368,110963,0,5810526,2469644,132516,1022294,12041321,5611204,586769,9698850,174523,9333407,6707863,2059675,14918,397316,153635,169197,21723,49081033,2877750,39661,29485,10176,9465281,9309225,156056,941890,8608308,570.1588913986778,10604440,61.25378004301334
2003:Q4,61003695,23181697,19267650,17749138,1518512,167569,68813,3677665,37821998,52841,444530,3961919,1364121,2111484,365634,326285,678771,740794,676857,564894,111963,0,6530722,2730378,133618,1045956,12428322,5734142,607109,9957809,177703,9587640,6914875,2102932,57395,357308,155130,170847,21619,51045887,2993000,45771,35076,10695,9733240,9574002,159238,959906,8674465,588.461499902194,10834263,61.04106576894044
2004:Q1,63743778,24028921,20050329,18443782,1606547,171034,69800,3737758,39714857,55204,430883,4116930,1323820,2915000,355595,303846,1480933,774626,720432,606355,114077,0,6836414,2902391,136016,1051992,12682293,5928685,614797,10153110,190243,9766005,7089700,2096472,55903,367607,156323,175307,21555,53590668,3069500,50532,39470,11062,10045392,9882298,163094,980151,8780116,610.3640141339613,11354082,61.56048688929418
2004:Q2,64828835,24779689,20738137,19048219,1689918,175805,70636,3795111,40049146,57889,406340,4219601,1280612,2739784,298314,244434,1469806,727231,754261,637965,116296,0,6784806,2857124,138414,1065829,12899512,6222617,622357,10470022,195782,10072146,7360240,2114539,55819,384032,157516,179767,22327,54358814,3146000,54349,42921,11428,10351122,10184357,166765,1003111,8931039,608.6504998489792,11687979,61.35995706475236
2004:Q3,66425595,25651621,21573194,19773076,1800118,179092,71498,3827837,40773974,58864,389994,4271380,1238347,2904425,253014,312738,1551944,786730,750875,632588,118287,0,6730240,2921914,140812,1076559,13090120,6560628,639816,10750915,197068,10346961,7605404,2164875,34888,383085,158709,184227,22659,55674681,3222500,57638,45691,11947,10656711,10486137,170574,1031664,9039223,615.9233020493801,12167672,61.53656618727405
2004:Q4,69012260,26449418,22294640,20479571,1815069,183825,72782,3898171,42562842,61764,443775,4348767,1240100,2995808,321546,434793,1603323,636146,813549,692586,120963,0,7252079,3181157,143210,1102447,13579752,6738811,661622,11107809,201291,10694706,7859149,2220119,33548,421988,159902,188687,23125,57904451,3299000,64689,52223,12466,10933637,10759960,173677,1064149,9231694,627.2353760958475,12620422,61.62444516049676
2005:Q1,70148515,27253301,23035911,21154273,1881638,188590,73716,3955084,42895214,67402,437811,4481089,1197229,2920442,273068,391316,1608615,647443,802043,678278,123765,0,7299635,3156421,145680,1104356,13684590,6923172,675343,11317376,204412,10897340,8089019,2204974,21341,420144,161862,192211,23413,58831139,3330500,67550,54588,12962,11196512,11019550,176962,1087142,9172881,641.359445750429,13065254,61.76177266881259
2005:Q2,71963762,28051478,23765838,21838664,1927174,192371,74976,4018293,43912284,64549,398581,4588028,1173209,3062540,227631,484122,1671644,679143,810562,684541,126021,0,7562128,3204507,148150,1111676,13944456,7159403,684495,11652639,206676,11226090,8379699,2232389,29066,421114,163822,195735,24138,60311123,3362000,72357,58899,13458,11504871,11323969,180902,1108092,9320487,647.0812386001298,13458965,61.62906760230388
2005:Q3,73997830,28958088,24629622,22607842,2021780,194702,75855,4057909,45039742,66584,342436,4749756,1190848,2854522,190152,427555,1683139,553676,808603,681370,127233,0,7958742,3358050,150620,1129054,14239419,7479323,711785,12014046,212644,11578729,8677991,2278385,29901,426670,165782,199259,23414,61983784,3393500,78150,64471,13679,11893575,11706808,186767,1141042,9460593,655.1786364004899,13929851,61.61512894508021
2005:Q4,75802952,29783204,25402174,23305579,2096595,197727,77077,4106226,46019748,63847,355255,4812507,1261824,2935680,136126,462011,1706795,630748,806301,679271,127030,0,8101106,3406128,153090,1136367,14516017,7727312,744315,12313744,216002,11871974,8940398,2320555,35739,407540,167742,202783,22985,63489208,3425000,82591,68691,13900,12244682,12053364,191318,1180524,9615940,660.249631812276,14365181,61.63837851872292
2006:Q1,78053375,30004604,25563980,23401516,2162464,201595,78173,4160856,48048771,67879,357404,5036094,1263564,2996797,245228,456019,1679234,616316,890925,699356,124170,67399,9197463,3631009,155125,1067102,14795187,7843624,746598,12673926,218096,12225742,9239541,2337585,48300,428181,172135,206903,23185,65379449,3620500,89965,75324,14641,12560937,12365392,195545,1210817,9860599,663.0372928037298,14161975,60.51733998771704
2006:Q2,78623212,30502608,26009260,23764998,2244262,205326,78680,4209342,48120604,72666,341411,5109325,1302150,2990404,180961,377202,1715462,716779,919979,732091,119128,68760,8926348,3580406,157160,1067542,14892149,8012364,748700,13032511,226586,12571546,9546649,2349611,59074,439684,176528,211023,23356,65590701,3816000,92883,77502,15381,12788236,12589809,198427,1241388,9985048,656.8891862782085,14218349,59.82895096393443
2006:Q3,80102416,30889280,26341100,24034785,2306315,210299,79433,4258448,49213136,71749,300496,5240300,1369575,2996409,153969,432960,1751690,657790,918209,732536,112328,73345,9210910,3726015,159195,1089090,15170207,8211295,749686,13360568,226719,12895303,9786662,2411441,66521,449758,180921,215143,23403,66741848,4011500,98260,82777,15483,12932706,12732620,200086,1264913,10077050,662.3153392262057,14248123,59.28125839278363
2006:Q4,81880598,31094722,26500570,24133921,2366649,215056,80588,4298508,50785876,69946,317815,5314774,1465930,2806395,49435,348083,1766328,642549,922646,740127,107679,74840,9905968,4010045,161230,1118908,15537275,8388456,766487,13627488,232273,13152399,9940251,2456716,86920,483198,185314,219263,23553,68253110,4207000,105694,90108,15586,13117069,12914667,202402,1298936,10188251,669.9197900742143,14193670,58.81211759995403
2007:Q1,83116328,30981667,26334856,23900642,2434214,220169,82079,4344563,52134661,73534,330261,5514711,1516991,2932464,58526,417864,1778421,677653,947029,765604,103623,77802,10347233,4203256,163723,1132363,15746303,8455042,771751,13814264,234861,13331578,10142446,2440172,77551,482850,188559,223723,24102,69302064,4340000,112223,96089,16134,13227107,13022799,204308,1320796,10357529,669.0984334193263,13758196,57.56412735691367
2007:Q2,84043273,30992839,26292838,23774202,2518636,225170,83516,4391315,53050434,79929,254308,5579106,1579703,2833463,-13107,477186,1787114,582270,1003050,826270,99017,77763,10464546,4473398,166216,1158642,16130125,8532001,795947,14110112,242202,13615595,10337293,2476966,78000,531532,191804,228183,24132,69933161,4605000,121995,105312,16683,13224751,13020244,204507,1333670,10492769,666.4890902729471,13436909,56.51886443969813
2007:Q3,85129814,30892969,26152077,23585572,2566505,228645,84890,4427357,54236845,84843,159048,5716894,1794804,3303238,-43309,701617,1785688,859242,1032396,855083,95579,81734,10470417,4593024,168709,1170606,16374303,8559682,808881,14351612,243895,13850475,10519448,2555552,93326,487100,195049,232643,24599,70778202,4775000,128708,111670,17038,13253529,13048307,205222,1352697,10570382,669.5898221042992,13066124,55.39880058876673
2007:Q4,84606914,30621749,25830194,23271491,2558703,231664,85949,4473942,53985165,87722,210001,5851584,1967809,3318478,-63353,840609,1648066,893156,1147379,972125,92718,82536,9794594,4536748,171202,1177859,16414971,8478986,827832,14548434,254979,14031756,10624984,2609477,100201,498800,198294,237103,24596,70058480,4748000,129939,112545,17394,13279424,13073488,205936,1376787,10694795,655.0708057534082,12646507,54.34334654363143
2008:Q1,82627403,29831652,24985258,22599815,2385443,235550,88360,4522484,52795751,84065,222469,6039991,2187063,3409096,52520,845833,1597827,912916,1247701,1071065,90459,86177,8953631,4232453,173082,1169605,16207819,8028652,840124,14669125,257939,14142115,10696598,2602008,105697,537337,200475,243143,25928,67958278,4555000,125564,108281,17283,13273131,13066261,206870,1391882,10800182,629.2327122358402,11903217,52.6695329143181
2008:Q2,81379133,29320752,24443017,22023772,2419245,239307,90620,4547808,52058381,78508,207758,5934260,2113556,3463660,62396,889604,1626655,885005,1252165,1068485,97402,86278,8345210,4283233,174962,1180679,16298547,7877940,847902,14625627,268326,14081792,10682871,2620453,87782,488030,202656,249183,26326,66753506,4580000,128624,111453,17171,13258990,13051315,207675,1403275,11116963,600.4653036294675,11340901,51.49390849124301
2008:Q3,79009158,28742744,23827414,21457777,2369637,245824,92737,4576769,50266414,70526,226385,6079730,2113460,3667843,162958,1035828,1512030,957027,1249250,1054218,105667,89365,7268147,3736558,176842,1179203,16048284,7584648,865538,14741765,265742,14194650,10653878,2643813,120404,571718,204837,255223,26150,64267393,4225000,120070,103696,16374,13161388,12954083,207305,1426933,11011140,583.6579390635352,10803899,50.34957255823844
2008:Q4,75700273,28145757,23231507,20925020,2306487,255120,93873,4565257,47554516,69892,485555,6079387,2358434,3947362,319365,1099841,1529940,998216,1028900,831667,108311,88922,5734658,2911699,178722,1170538,15499355,7207321,882693,14486020,264580,13932395,10577260,2643789,118885,385443,207018,261263,27782,61214253,3681000,104937,89360,15577,12993347,12787654,205693,1454350,10951946,558.9349420393146,10347760,49.45161342737067
2009:Q1,73725859,27489300,22583130,20403772,2179358,259994,94896,4551280,46236559,65515,466863,6030504,2330501,4209747,499201,898165,1639654,1172727,954551,751003,113172,90376,5033432,2720014,178532,1177327,15376321,6811128,882125,14391326,265217,13827126,10577027,2578142,104896,362491,204570,271714,27269,59334533,3536000,100689,84767,15922,12881439,12676866,204573,1451762,10854670,546.6267801026052,9826745,48.16141348766297
2009:Q2,73982634,26715018,21807097,19963001,1844096,263480,96467,4547974,47267616,65587,512765,5973481,2209807,3849193,431151,531871,1693900,1192271,964586,759280,117783,87523,6076867,3251599,178342,1197622,15892055,6209185,886527,14370394,268759,13793865,10546813,2548873,119697,376360,202122,282165,25605,59612240,3925000,114180,97880,16300,12698423,12496097,202326,1421713,10956219,544.0950019809121,9416188,47.16819880938743
2009:Q3,75730077,26340128,21444398,19645680,1798718,266297,98523,4530910,49389949,66015,481372,5985549,2046688,4101361,611368,511759,1856590,1121644,985216,776285,122145,86786,7106851,3823990,178152,1220531,16450801,6047758,895665,14366808,270396,13778580,10489449,2558711,137468,393278,199674,292616,25216,61363269,4325000,128983,112306,16677,12606827,12405300,201527,1395184,10897971,563.0705860030097,9156231,46.60684180949705
2009:Q4,75875274,26061110,21130520,19433180,1697340,268573,101997,4560020,49814164,62724,535196,6154221,1962281,3920394,686566,344804,1866205,1022819,987611,778444,126639,82528,7222806,4045199,177962,1237589,16717402,5876921,913858,14359614,271517,13762176,10441302,2555017,148616,420015,197226,303067,22854,61515660,4488000,134317,117043,17274,12699789,12496138,203651,1402455,11003279,559.0666220455076,8991878,46.27074930608372
2010:Q1,77075001,26010767,21087497,19339014,1748483,268545,104022,4550703,51064234,58472,437635,6225719,1753725,4201922,793129,374877,1900321,1133595,992057,777750,129872,84435,7633560,4303143,179529,1244973,17141616,5989772,902111,14253771,272450,13660194,10310617,2493057,216151,442872,197497,295768,25359,62821230,4644000,141578,123889,17689,12728514,12524639,203875,1402788,11129400,564.4619646961382,9028397,46.68488786450023
2010:Q2,76439792,26028794,21118773,19245416,1873357,272724,106489,4530808,50410998,61341,455888,6174793,1649489,4386288,1043810,347750,1928773,1065955,1002039,787719,131568,82752,6951322,4036828,181096,1231644,17092905,6288069,899296,14185762,270311,13600729,10243074,2478453,224652,456782,197768,288469,26253,62254030,4405000,135705,117601,18104,12648925,12446575,202350,1405977,11331410,549.3934974641082,9002342,46.77655188123759
2010:Q3,78444348,25877284,20970372,19098230,1872142,278697,107934,4520281,52567064,63875,422781,6280284,1645704,4342780,1072961,383786,1994351,891682,1012983,802112,133572,77299,7820132,4460816,182663,1260040,17735659,6439693,899653,14114112,267680,13541912,10164689,2503726,211097,464361,198039,281170,23350,64330236,4757000,148663,130030,18633,12651347,12449180,202167,1409391,11425711,563.0304806403612,8933541,46.776800782062
