1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1956:Q3,1827056,599584,440946,390218,50728,2651,491,155496,1227472,0,70647,112516,0,98840,70632,1115,21308,5785,24843,867,23976,0,267405,8506,0,71904,202441,357938,12433,154833,0,151718,96174,44978,874,6905,2787,1493,1622,1672223,ND,ND,ND,ND,329540,320350,9190,29676,313182,533.9462218160919,294044,75.35377660692228
1956:Q4,1870268,608091,445773,394263,51510,2726,502,159090,1262177,0,71871,115230,0,99195,70225,959,21900,6111,25209,882,24327,0,287754,9046,0,72724,207775,360825,12548,159600,0,156401,98745,46580,1181,7034,2861,1530,1669,1710668,ND,ND,ND,ND,330961,321804,9157,30191,319894,534.7607538471873,295518,74.95453542432335
1957:Q1,1884335,619062,453596,401222,52374,2824,516,162126,1265273,0,70801,118462,0,101202,70878,933,22537,6854,25686,815,24871,0,274211,9106,0,73468,215119,364546,12672,160761,0,157484,100851,45242,1507,7006,2878,1563,1714,1723574,ND,ND,ND,ND,333503,324355,9148,30845,323789,532.3139798852587,300371,74.86404035671025
1957:Q2,1926630,630621,461358,408017,53341,2873,529,165861,1296009,0,68664,121985,0,101750,70743,1154,22812,7041,26147,814,25333,0,290571,9687,0,74135,223051,367266,12753,165828,0,162474,103039,47223,1972,7317,2923,1594,1760,1760802,ND,ND,ND,ND,337728,328542,9186,31565,328145,536.5926355957357,304978,74.74639537078112
1957:Q3,1928201,639368,468792,414670,54122,2952,542,167082,1288833,0,71303,123872,0,103628,71650,1100,23526,7352,26676,833,25843,0,264952,9001,0,74784,230768,371022,12828,168971,0,165542,105397,47971,1724,7327,3123,1625,1804,1759230,ND,ND,ND,ND,343211,333953,9258,32070,332482,529.120495702095,309273,74.58292135915306
1957:Q4,1948061,643760,471674,417162,54512,3050,555,168481,1304301,0,70971,127167,0,103997,71507,1463,23851,7176,27177,894,26283,0,266362,8714,0,75462,238362,373178,12911,172076,0,168575,107374,49217,1568,7160,3256,1658,1843,1775985,ND,ND,ND,ND,344802,335577,9225,32319,331974,534.9770757527169,309788,74.26083871493569
1958:Q1,1980607,644332,468427,414465,53962,3092,571,172242,1336275,0,70819,130705,0,104522,70949,1208,24382,7983,27701,951,26750,0,280533,9463,0,76183,244139,379184,13027,171212,0,167641,108975,46775,762,7550,3579,1694,1877,1809395,ND,ND,ND,ND,346530,337301,9229,31756,333104,543.1922646067246,305490,73.70706814809454
1958:Q2,2011400,650040,474349,419841,54508,3155,589,171947,1361360,0,67287,134835,0,102628,71186,824,23317,7301,28584,1045,27539,0,294974,10610,0,76958,249929,382510,13045,174783,0,171149,111142,47704,333,8111,3859,1731,1903,1836617,ND,ND,ND,ND,349968,340689,9279,32253,336028,546.5667735093139,308699,73.527597352331
1958:Q3,2069133,660429,484262,429327,54935,3205,608,172354,1408704,0,72779,137708,0,100997,68645,798,23794,7760,29284,1116,28168,0,323831,11791,0,77752,255861,385537,13164,178359,0,174659,114035,47940,472,8280,3932,1769,1931,1890774,ND,ND,ND,ND,353196,343873,9323,32662,343668,550.1744823854617,315292,73.43866097403611
1958:Q4,2105231,670318,493819,438440,55379,3263,628,172608,1434913,0,73698,141266,0,102011,68638,833,24616,7924,30043,1156,28887,0,333702,13242,0,78535,261909,387265,13242,184149,0,180371,117177,49490,1239,8591,3874,1809,1969,1921082,ND,ND,ND,ND,357271,347883,9388,33054,348811,550.7514771402488,321263,73.27410820180641
1959:Q1,2128041,674228,493678,438052,55626,3341,648,176561,1453813,0,73247,143832,0,104576,69977,917,25460,8222,30602,1272,29330,0,339992,14132,0,79331,266743,387979,13379,186644,0,182567,119935,48991,781,8742,4118,2060,2017,1941397,ND,ND,ND,ND,361873,352415,9458,33194,353222,549.625123378482,318117,72.62083040369637
1959:Q2,2162844,686606,504127,447672,56455,3414,669,178396,1476238,0,72429,147681,0,105163,69458,1523,26068,8114,31057,1118,29939,0,351618,14973,0,80133,272118,387553,13513,193679,0,189505,123346,51878,1016,8985,4280,2100,2074,1969165,ND,ND,ND,ND,366698,357166,9532,33768,360377,546.4180496331397,324326,72.44723815650744
1959:Q3,2182280,697402,513598,456362,57236,3487,690,179627,1484878,0,76003,149934,0,107662,70444,2011,27058,8149,31345,1031,30314,0,345702,14747,0,80994,277575,387255,13661,199894,0,195611,127007,53918,1320,8984,4382,2150,2133,1982386,ND,ND,ND,ND,371068,361473,9595,34302,362062,547.5265818139488,329355,72.16968108650589
1959:Q4,2222789,706025,521544,463647,57897,3550,710,180221,1516764,0,75548,152525,0,110430,71584,2267,28362,8217,30443,-358,30801,0,364772,15818,0,81956,282854,388616,13801,206702,0,202315,130099,57213,1424,9206,4373,2200,2187,2016087,ND,ND,ND,ND,375628,365964,9664,34730,366634,549.8907691763361,333548,71.94007510023791
1960:Q1,2232055,720533,534527,475580,58947,3599,728,181679,1511522,0,73762,154522,0,115607,75466,1630,28972,9539,30621,-721,31342,0,344367,15312,0,82895,288952,391557,13927,207626,0,203148,132580,55757,908,9090,4813,2240,2238,2024429,ND,ND,ND,ND,378710,368875,9835,35350,371359,545.140778725732,343000,72.12246099499559
1960:Q2,2256941,726937,539185,479638,59547,3672,747,183333,1530004,0,72042,158156,0,116174,74183,1909,30072,10010,31213,-897,32110,0,350355,16097,0,83772,295534,392612,14049,214485,0,209907,135366,58622,1572,9401,4946,2290,2288,2042456,ND,ND,ND,ND,381634,371630,10004,35640,375715,543.6183979924107,344272,71.7774655052352
1960:Q3,2256837,734743,545818,485654,60164,3726,766,184433,1522094,0,75669,161281,0,115486,73602,1294,30503,10087,32280,-540,32820,0,326084,15640,0,84539,301375,395557,14183,219067,0,214461,138582,59590,1526,9679,5084,2270,2336,2037770,ND,ND,ND,ND,383012,372877,10135,35975,377847,539.3108901884259,347072,71.46487005151816
1960:Q4,2315604,737554,547589,486897,60692,3760,784,185421,1578050,0,77538,164461,0,114846,72194,1033,31007,10612,33623,48,33575,0,364813,17026,0,85184,307674,398552,14332,224550,0,219861,141378,61248,2122,9901,5212,2310,2379,2091054,ND,ND,ND,ND,384736,374461,10275,36253,379358,551.2085948103173,345519,70.96346865969599
1961:Q1,2366897,736012,545980,484488,61492,3809,807,185416,1630885,0,75482,169701,0,113862,72095,359,30769,10639,33818,-607,34425,0,403502,19440,0,85872,313859,400869,14481,225311,0,220584,143645,59339,1795,10472,5333,2310,2417,2141586,ND,ND,ND,ND,385267,374854,10413,36860,383653,558.2092389896833,340843,70.35117484849987
1961:Q2,2395785,748140,556950,494136,62814,3863,830,186497,1647645,0,73818,175096,0,113999,70684,224,31610,11481,35336,83,35253,0,403359,20003,0,86665,320202,404523,14643,231512,0,226654,146603,60597,2857,11139,5458,2410,2448,2164273,ND,ND,ND,ND,388599,377972,10627,37529,389432,555.7511291975742,347533,70.33144721291305
1961:Q3,2436526,759563,567010,502979,64031,3919,855,187779,1676963,0,76743,177733,0,114750,72300,244,31180,11026,35408,-602,36010,0,412972,21007,0,87588,326229,409730,14803,235787,0,230869,150179,61082,2725,11279,5604,2440,2478,2200739,ND,ND,ND,ND,390753,379945,10808,38169,396030,555.7001072408121,352800,70.14209340747824
1961:Q4,2499640,769627,576368,511054,65314,3989,882,188388,1730013,0,76926,182845,0,115882,71944,592,32506,10840,36094,-740,36834,0,443622,22875,0,88631,332393,415779,14966,242913,0,237901,154027,63435,2992,11700,5747,2500,2512,2256727,ND,ND,ND,ND,392649,381666,10983,38897,404186,558.3387568052852,357027,69.86091489353376
1962:Q1,2513905,779418,584759,518133,66626,4053,914,189692,1734487,0,75175,189204,0,116090,73081,567,31469,10973,36277,-1100,37377,0,433425,22981,0,89663,335857,420714,15102,244240,0,239141,156488,62038,3202,11525,5888,2550,2549,2269665,ND,ND,ND,ND,395260,384026,11234,39638,409933,553.6674160783394,361645,69.79771603044006
1962:Q2,2425974,786529,590011,522112,67899,4122,946,191450,1639445,0,73040,196080,0,115856,73108,410,31384,10954,37525,-450,37975,0,329923,18257,0,90651,338921,423947,15245,251339,0,246172,160237,65435,3084,11362,6054,2580,2587,2174635,ND,ND,ND,ND,397271,385802,11469,40482,415826,522.9676055365785,361875,69.30984156656042
1962:Q3,2471674,793700,594920,525874,69046,4191,979,193610,1677974,0,75396,201423,0,117167,74836,286,31852,10193,38068,-338,38406,0,348575,18796,0,91563,342790,428809,15388,257554,0,252328,164345,66626,3259,11883,6215,2600,2626,2214120,ND,ND,ND,ND,399154,387453,11701,41173,419178,528.2053052610574,361529,68.74821725356264
1962:Q4,2584256,803579,603604,533162,70442,4245,1011,194719,1780677,0,77148,208828,0,116251,73718,235,32087,10211,38142,-864,39006,0,431479,20909,0,92398,347129,432848,15545,265049,0,259752,168307,69344,3450,12308,6343,2630,2667,2319207,ND,ND,ND,ND,400596,388676,11920,42005,424193,546.7338750448499,364855,68.43229637521053
1963:Q1,2621544,813445,611427,539625,71802,4309,1046,196663,1808099,0,78347,215765,0,112897,70567,9,31665,10656,37860,-1464,39324,0,444237,22156,0,93355,352974,434808,15700,267959,0,262568,171352,68935,3160,12575,6546,2680,2711,2353585,ND,ND,ND,ND,404419,392402,12017,42740,429107,548.4843291187743,368273,68.24609682649988
1963:Q2,2663278,817644,612853,540004,72849,4372,1085,199334,1845634,0,77211,223030,0,112595,70564,0,31642,10389,39185,-908,40093,0,465592,23306,0,94378,359556,434919,15862,277476,0,271958,175801,72217,3756,13531,6653,2760,2758,2385802,ND,ND,ND,ND,406803,394730,12073,43465,433739,550.0547341818067,364203,67.44450041110807
1963:Q3,2712704,830885,623306,549322,73984,4448,1125,202006,1881819,0,79930,227746,0,112981,71976,0,31128,9877,39325,-994,40319,0,485481,24118,0,95473,365855,434892,16018,284993,0,279337,180662,74362,3373,14161,6779,2850,2806,2427711,ND,ND,ND,ND,406187,394148,12039,44225,440601,550.9998652213152,368660,67.11182148175388
1963:Q4,2716666,839160,628622,553248,75374,4529,1168,204841,1877506,0,81977,234936,0,115129,72892,0,32094,10143,39382,-1146,40528,0,457587,24819,0,96635,372399,438463,16178,294004,0,288211,185106,77870,3794,14502,6939,2940,2853,2422662,ND,ND,ND,ND,413165,400932,12233,44927,449437,539.0436466201021,368142,66.54194863786222
1964:Q1,2767198,843875,630274,553844,76430,4611,1211,207779,1923323,0,79272,240745,0,116675,74239,0,32475,9961,40727,-153,40880,0,486613,26433,0,97719,379389,439360,16389,297969,0,292001,188776,78041,3561,14538,7085,3070,2898,2469229,ND,ND,ND,ND,414614,402294,12320,45574,460392,536.3318526284593,365068,65.91531189287959
1964:Q2,2821021,860171,643749,565045,78704,4697,1252,210473,1960850,0,79830,247988,0,117118,74497,0,33112,9509,39781,-1377,41158,0,501922,27156,0,98806,386971,444667,16611,307566,0,301505,193368,81812,4366,14718,7241,3120,2941,2513455,ND,ND,ND,ND,426469,413756,12713,46842,473838,530.4460646540034,371677,65.77830084329567
1964:Q3,2874300,869243,649814,569664,80150,4785,1294,213350,2005057,0,84639,253567,0,118250,74484,0,34138,9628,41040,-573,41613,0,518877,28523,0,99913,394349,449036,16863,314378,0,308222,198076,84142,3863,14749,7392,3170,2986,2559922,ND,ND,ND,ND,432790,419848,12942,47682,481587,531.5595666642945,371588,65.22932816537468
1964:Q4,2927551,884106,662499,579830,82669,4873,1334,215400,2043445,0,84785,261041,0,118960,73571,245,34854,10290,41275,-823,42098,0,530699,28447,0,101051,401876,458148,17163,323369,0,317130,202335,87352,5134,14765,7544,3200,3039,2604182,ND,ND,ND,ND,447207,433794,13413,49212,488675,532.9067273928805,377495,65.10442715968473
1965:Q1,2974766,895205,669614,585435,84179,4969,1375,219247,2079561,0,82442,268791,0,120460,76555,21,33771,10113,41419,-756,42175,0,544164,29751,0,102149,409725,463179,17481,326864,0,320497,205891,87645,4309,14930,7722,3270,3097,2647902,ND,ND,ND,ND,450829,437256,13573,49975,496020,533.829736553765,379544,64.83110849197605
1965:Q2,2981255,903705,675093,589142,85951,5055,1420,222137,2077550,0,82729,275058,0,120223,76144,618,33792,9669,41802,-678,42480,0,521171,29291,0,103382,418006,468063,17824,336469,0,329929,210329,92243,4292,15156,7909,3380,3160,2644786,ND,ND,ND,ND,455417,441654,13763,51081,504149,524.6039758748421,378813,64.2990993682338
1965:Q3,3066091,912547,681036,593543,87493,5170,1468,224873,2153544,0,88745,280622,0,121773,75984,909,34915,9965,41843,-548,42391,0,566815,32050,0,104656,426926,471930,18184,343385,0,336667,215042,94391,3929,15215,8090,3490,3228,2722706,ND,ND,ND,ND,459371,445438,13933,51958,519863,523.7353678690746,378501,63.76976899735992
1965:Q4,3155932,930942,696286,605593,90693,5257,1522,227877,2224990,0,91520,288514,0,121426,74762,1132,36531,9001,42301,-310,42611,0,601439,34410,0,105876,435926,485038,18540,352786,0,345863,219449,97489,4707,15956,8262,3620,3303,2803146,ND,ND,ND,ND,476286,461790,14496,53799,531956,526.950745470065,386144,63.76295630894017
1966:Q1,3165677,935825,696079,604127,91952,5366,1573,232807,2229852,0,89949,294109,0,128182,78944,1843,37666,9729,41956,-644,42600,0,581368,35326,0,107049,445277,487739,18897,355964,0,348849,223358,97096,3546,16409,8440,3730,3385,2809713,ND,ND,ND,ND,474427,459875,14552,54566,541375,518.9956700622261,380769,63.02797259516625
1966:Q2,3207485,971324,726016,630518,95498,5501,1626,238181,2236161,0,88870,299561,0,129939,76488,4946,38778,9727,43122,-305,43427,0,555687,34547,0,108190,455364,501720,19161,365660,0,358365,227232,100205,5292,17016,8620,3820,3475,2841825,ND,ND,ND,ND,496351,481019,15332,56655,547242,519.2994952707675,403286,63.96106058827821
1966:Q3,3182914,979823,728570,631432,97138,5636,1681,243936,2203091,0,91803,301554,0,135295,79238,5724,39058,11275,43937,-53,43990,0,497826,31301,0,109347,464810,507723,19495,369551,0,362093,230272,100989,4707,17321,8804,3890,3568,2813363,ND,ND,ND,ND,497418,481945,15473,57639,558165,504.0378895735909,401160,63.53178172788202
1966:Q4,3278461,1005994,748935,648979,99956,5795,1738,249526,2272467,0,93353,307135,0,137202,79080,5850,41151,11121,44552,-65,44617,0,531716,33850,0,110568,475695,518534,19863,376022,0,368393,232742,103422,5378,17891,8960,3970,3659,2902439,ND,ND,ND,ND,512151,496122,16029,59260,569061,510.0401111424366,416237,64.13720628864723
1967:Q1,3384517,1013807,753320,651709,101611,5920,1795,252772,2370710,0,92714,317399,0,135430,77816,5837,39687,12090,45721,762,44959,0,599333,38226,0,111833,486809,522811,20434,375812,0,368006,234221,101348,4488,18796,9153,4070,3736,3008705,ND,ND,ND,ND,517571,501378,16193,60283,579322,519.3493738908356,417488,64.06049325695979
1967:Q2,3432885,1028922,762765,659242,103523,6047,1854,258256,2403963,0,93542,328252,0,130988,74762,5716,38330,12180,46643,1299,45344,0,605033,39284,0,113070,497998,528319,20833,383147,0,375100,237076,104131,5045,19647,9201,4240,3807,3049738,ND,ND,ND,ND,524086,507696,16390,61357,586696,519.8156737727265,422166,64.03809223320116
1967:Q3,3525646,1047820,774483,668871,105612,6175,1917,265245,2477826,0,97391,335860,0,135424,77240,5625,39262,13297,47453,1576,45877,0,641200,42006,0,114312,509312,533651,21217,389209,0,380913,241547,105544,3532,20891,9399,4420,3876,3136437,ND,ND,ND,ND,532304,515663,16641,62547,597752,524.7053437459085,427324,63.88735645587864
1967:Q4,3614919,1074447,794221,685689,108532,6317,1984,271925,2540472,0,103731,342144,0,138576,78992,6265,38208,15111,48766,2159,46607,0,663676,42973,0,115533,520252,543197,21624,410869,0,402322,245974,108567,13404,22426,11951,4600,3947,3204050,ND,ND,ND,ND,547833,530712,17121,64184,607280,527.6067343444731,439715,64.12746886708113
1968:Q1,3628735,1104937,817753,706181,111572,6435,2050,278699,2523798,0,99805,350920,0,141562,83471,5670,37137,15284,48881,1569,47312,0,614634,40523,0,116735,532409,556272,22057,402468,0,393697,249378,107272,4976,22257,9814,4740,4031,3226267,ND,ND,ND,ND,562614,544987,17627,65942,623954,517.0680583041229,456803,64.68639059957717
1968:Q2,3779406,1130394,836122,721691,114431,6573,2120,285579,2649012,0,101539,356638,0,143180,82132,6475,38066,16507,51479,3722,47757,0,697727,45972,0,117919,547540,564493,22525,415182,0,406261,253675,111404,6276,24930,9976,4800,4121,3364224,ND,ND,ND,ND,572749,554760,17989,67616,640688,525.0955733304386,468016,64.849914991319
1968:Q3,3848952,1152220,849479,732574,116905,6714,2195,293832,2696732,0,105852,364408,0,143841,83482,5982,37621,16756,53888,5153,48735,0,705275,48300,0,119108,561505,571546,23009,422781,0,413578,258183,114160,5424,25654,10157,4990,4213,3426171,ND,ND,ND,ND,578137,559934,18203,68999,649389,527.5991217598787,474391,64.75673447324093
1968:Q4,4031803,1200785,889605,768164,121441,6876,2274,302030,2831018,0,112659,372312,0,142391,81735,6120,36490,18046,53960,4878,49082,0,791494,49529,0,120321,576542,588293,23517,436144,0,426692,262934,119324,6808,27320,10306,5150,4302,3595659,ND,ND,ND,ND,606687,587540,19147,71603,661666,543.4250449170137,505230,65.77111137725798
1969:Q1,4047905,1233251,914582,789668,124914,7036,2344,309289,2814654,0,105257,377319,0,153398,89044,5981,40035,18338,48804,1483,47321,0,745190,48554,0,121558,590724,599729,24122,434920,0,425240,264857,118884,4866,26142,10491,5290,4390,3612985,ND,ND,ND,ND,621345,601682,19663,73432,669756,539.4479924245198,524811,66.4597020520016
1969:Q2,4066727,1259344,932881,804195,128686,7208,2417,316838,2807383,0,106702,382216,0,151756,82342,7983,42266,19165,50309,3271,47038,0,707585,46190,0,122811,606475,608676,24664,446332,0,436394,269738,123675,5892,26400,10689,5460,4478,3620395,ND,ND,ND,ND,632403,612337,20066,75473,684950,528.5634334570025,534457,66.45863254558907
1969:Q3,4094502,1278153,945017,812973,132044,7409,2491,323236,2816349,0,105362,380750,0,166380,90872,9209,45302,20997,47642,213,47429,0,686177,46004,0,124080,622258,612644,25052,452181,0,441993,274512,125813,5043,25754,10871,5620,4568,3642321,ND,ND,ND,ND,636919,616657,20262,77409,707480,514.8302630570359,538461,66.2335649523416
1969:Q4,4124219,1308683,968674,832441,136233,7605,2568,329836,2815536,0,110925,381127,0,173775,93166,11305,47244,22060,51888,2651,49237,0,638984,45578,0,125359,638886,623263,25752,463780,0,453272,278689,129231,7557,26775,11020,5820,4688,3660439,ND,ND,ND,ND,648150,627482,20668,79787,721137,507.5927768792757,553752,66.52147119135169
1970:Q1,4144380,1318327,973544,834315,139229,7805,2644,334334,2826053,0,106909,382156,0,182021,98271,14195,48079,21476,48591,1482,47109,0,614908,46279,0,126700,659467,632629,26393,456241,0,445469,275814,126663,5199,26458,11335,5980,4792,3688139,ND,ND,ND,ND,653725,632854,20871,81604,737168,500.3118835041612,558501,66.94126319195988
1970:Q2,4087326,1356816,1006440,861308,145132,7995,2718,339663,2730510,0,113195,390277,0,174668,88736,14982,48227,22723,49323,1354,47969,0,485261,37027,0,127975,675310,650391,27083,462800,0,451801,278674,129421,5751,26434,11521,6100,4899,3624526,ND,ND,ND,ND,684388,662513,21875,85189,754520,480.3750530326658,582634,67.64525582021761
1970:Q3,4222163,1362891,1005793,859007,146786,8169,2791,346138,2859272,0,117103,408150,0,176650,85911,15735,48542,26462,51592,1762,49830,0,564921,41919,0,129291,695984,645880,27782,469739,0,458431,282347,131424,5633,27288,11739,6300,5008,3752424,ND,ND,ND,ND,671755,650260,21495,86462,774022,484.7955740408537,576660,67.13100126075805
1970:Q4,4354532,1390872,1025204,874469,150735,8354,2862,354452,2963660,0,118500,423312,0,175932,83041,15943,47144,29804,53672,3564,50108,0,617731,44501,0,130699,716279,654582,28452,478741,0,467163,286015,133660,7493,28088,11907,6460,5118,3875791,ND,ND,ND,ND,684139,662218,21921,88917,782186,495.5076120480239,588454,67.29272278376935
1971:Q1,4520072,1427159,1051931,896384,155547,8579,2936,363713,3092913,0,118783,446974,0,173032,79938,14951,46097,32046,51838,2478,49360,0,677526,50329,0,132198,738457,674669,29108,481495,0,469639,289592,134072,5154,28635,12186,6650,5206,4038577,ND,ND,ND,ND,707337,684625,22712,91909,805328,501.4822739676284,606792,67.69331000999571
1971:Q2,4607563,1461016,1078498,917847,160651,8773,3007,370738,3146547,0,124397,462553,0,170459,76155,13112,46375,34817,52070,2279,49791,0,673299,50571,0,133782,759971,689717,29728,495146,0,483064,295363,138912,6879,29794,12116,6800,5282,4112417,ND,ND,ND,ND,727714,704302,23412,95165,826350,497.6603860552089,622484,67.8200179332721
1971:Q3,4680680,1490789,1104238,938482,165756,8921,3077,374553,3189891,0,126293,475713,0,176141,78357,13937,46564,37283,50141,1507,48634,0,658901,49798,0,135412,781999,705146,30348,507891,0,495415,302822,143465,6040,30737,12351,7120,5356,4172789,ND,ND,ND,ND,747527,723433,24094,98449,838808,497.4665684614449,635660,67.73278549828341
1971:Q4,4818529,1517895,1127739,957235,170504,9063,3143,377950,3300634,0,131844,490887,0,172223,74200,14615,45970,37438,50938,3597,47341,0,707587,53006,0,137050,805219,720885,30995,524086,0,511310,309454,149243,8094,32037,12482,7340,5436,4294443,ND,ND,ND,ND,766012,741278,24734,101360,853832,502.9610962792958,647781,67.67209723840018
1972:Q1,4984159,1570890,1171254,994999,176255,9454,3215,386967,3413269,0,130583,511155,0,174067,76873,12831,46559,37804,49756,2096,47660,0,748641,55084,0,138719,830991,742592,31681,531333,0,518277,316038,148847,6401,34295,12696,7500,5556,4452826,ND,ND,ND,ND,785077,759637,25440,104594,866754,513.735867723758,678961,68.2373550124171
1972:Q2,5068906,1600642,1192509,1011650,180859,9833,3292,395008,3468264,0,130848,529177,0,172125,75289,11668,46909,38259,50502,2326,48176,0,744860,54180,0,140425,857232,756530,32384,551272,0,537901,324462,156222,8386,35949,12882,7670,5701,4517634,ND,ND,ND,ND,796415,770498,25917,107160,880815,512.892440707594,687188,67.92744526268967
1972:Q3,5209682,1649565,1232534,1046653,185881,10196,3371,403464,3560117,0,135012,548894,0,173502,76500,10943,47181,38878,48996,612,48384,0,764315,53712,0,142160,883637,776772,33117,566724,0,553025,334408,161529,7181,36811,13096,7850,5849,4642958,ND,ND,ND,ND,818447,791730,26717,109824,905843,512.5565568598616,712245,68.0497738983216
1972:Q4,5475162,1714191,1290675,1098624,192051,10558,3458,409500,3760971,0,143997,564036,0,172544,77357,8898,47684,38605,50969,2709,48260,0,882122,56383,0,143924,911037,802061,33898,585423,0,571267,343552,168757,8616,37093,13249,8180,5976,4889739,ND,ND,ND,ND,853184,825257,27927,113257,949861,514.7846910547869,755072,68.72888267505535
1973:Q1,5512152,1758700,1322715,1125134,197581,11001,3553,421431,3753452,0,140820,588222,0,178904,80898,8537,50607,38862,48140,309,47831,0,812281,50224,0,145728,924593,829893,34647,597546,61,583178,351550,171528,10062,36512,13526,8220,6087,4914606,ND,ND,ND,ND,875869,847220,28649,115710,968678,507.3518734713962,773584,68.7548327576982
1973:Q2,5570537,1819177,1369699,1164853,204846,11537,3668,434273,3751360,0,143495,603169,0,180522,81852,8472,51521,38677,49631,1416,48215,0,744351,45290,0,147582,938527,863382,35411,616455,144,601606,361814,180398,10434,35401,13559,8520,6185,4954082,ND,ND,ND,ND,908951,879236,29715,119018,995679,497.5581347946195,803039,68.93908501759449
1973:Q3,5772456,1891339,1430284,1216897,213387,12057,3806,445192,3881117,0,143080,617036,0,191361,87064,9481,54174,40642,48255,648,47607,0,785638,49090,0,149445,956046,904991,36176,635549,255,620316,372134,186695,12058,35633,13796,8700,6278,5136907,ND,ND,ND,ND,950906,919841,31065,123219,1018430,504.3947287498116,844763,69.41943319771518
1973:Q4,5753170,1943353,1472632,1251410,221222,12517,3967,454237,3809817,0,152350,626550,0,193539,88480,8332,55136,41591,50804,3573,47231,0,647173,43695,0,151271,969401,938100,36934,651963,400,636277,382218,192980,11894,35323,13862,8910,6376,5101207,ND,ND,ND,ND,977503,945589,31914,127127,1050700,485.5055869260867,869192,69.45701248991139
1974:Q1,5787556,1944537,1462386,1234864,227522,13193,4139,464819,3843019,0,148134,648423,263,201800,95978,5738,56629,43455,49251,1080,48171,0,612434,41490,0,153053,992808,957695,37667,656214,578,639936,389858,190460,10248,35216,14154,9170,6530,5131342,ND,ND,ND,ND,1005598,972736,32862,130505,1064035,482.2530832191938,845006,68.42907397089883
1974:Q2,5791114,1962314,1461485,1224908,236577,14046,4306,482477,3828800,0,146991,665689,570,202003,90833,6970,57899,46301,52085,3135,48950,0,537817,37557,0,154785,1014934,977985,38384,677007,787,659905,400439,196777,12890,35614,14185,9600,6715,5114107,ND,ND,ND,ND,1034417,1000581,33836,136203,1083985,471.7875848265735,824469,67.30864685347797
1974:Q3,5769762,2002139,1475406,1228579,246827,15167,4466,507100,3767623,0,149091,672283,1386,217892,95248,11510,62394,48740,52982,3044,49938,0,395668,29123,0,156539,1033504,1020052,39103,695427,1028,677711,411381,201241,14225,36432,14432,9780,6908,5074335,ND,ND,ND,ND,1072441,1037338,35103,142571,1114191,455.4277667462601,817198,66.51570635669339
1974:Q4,5921722,2064503,1517696,1261141,256555,16435,4615,525757,3857219,0,157533,682996,2379,227446,96253,13669,62164,55360,54027,3433,50594,0,391408,31813,0,158390,1060356,1051035,39837,708618,1300,690172,419339,201926,17466,36967,14474,10060,7086,5213104,ND,ND,ND,ND,1104527,1068344,36183,148620,1140869,456.9415355522368,841802,66.74923739692865
1975:Q1,6173918,2142419,1582858,1320641,262217,17398,4768,537395,4031499,0,144896,711073,3620,226921,93872,11529,62603,58917,47484,2782,44702,0,485182,37436,0,161437,1092874,1079878,40699,707942,1603,688974,424313,195912,16443,37620,14686,10107,7258,5465976,ND,ND,ND,ND,1134684,1097606,37078,152215,1160434,471.0286388335225,896328,67.87067795108588
1975:Q2,6420921,2216083,1642027,1376129,265898,18153,4903,551000,4204838,0,154820,729697,3661,225828,96690,8769,63059,57310,50693,3586,47107,0,556835,42283,0,163786,1126023,1109649,41563,721972,1937,702394,434575,195933,18878,38305,14703,10210,7431,5698949,ND,ND,ND,ND,1156965,1119261,37704,154189,1228887,463.7488015567201,941554,68.42047511534166
1975:Q3,6436741,2228654,1642336,1374568,267768,18651,5025,562642,4208087,0,157040,744917,3708,240304,105611,7681,65177,61835,50994,1519,49475,0,486024,36835,0,165845,1151659,1128199,42562,742057,2303,721767,446324,201183,20117,39157,14986,10391,7596,5694684,ND,ND,ND,ND,1170793,1132756,38037,154777,1233647,461.6137523044627,928244,67.52987120317074
1975:Q4,6628011,2286339,1684206,1413658,270548,19180,5136,577817,4341672,0,158857,765194,3645,252007,111787,7584,66809,65827,55203,4722,50481,0,523873,38749,0,168615,1182138,1149585,43806,765776,2700,744777,459087,206996,23548,40149,14997,10555,7744,5862235,ND,ND,ND,ND,1196106,1157381,38725,155835,1264165,463.7239188136676,954571,67.52488932966814
